quarter_end,z_earnings_yield,z_ev_ebitda,z_pb_ratio,z_dividend_yield,z_roic,z_roe,z_ebitda_margin,z_evs,z_beta,z_volatility,z_debt_to_equity
2009-12-31,,,,,,,,,,,
2010-03-31,,,,,,,,,,,
2010-06-30,-1.1183528862823553,-3.7988229064333763,,,,,47.14267183937551,,,,
2010-09-30,-0.7592536592286733,-2.1734662253126187,,,,,3.3522159820485977,,,,
2010-12-31,1.6351079327283617,1.0084889922320852,,,,,-0.8170178082378693,,,,
2011-03-31,-0.08242952272510896,0.5581404323210921,0.689612135412311,,-1.2544363385339876,-1.3439498179055807,-0.6416476924853054,,,,0.6378454466820912
2011-06-30,-0.9772841465001979,-0.9163259624198987,0.790086122258769,,-1.1248280495674394,-1.2631344064376189,-0.33953989901922627,,,,0.5821168574493532
2011-09-30,-1.638687349757779,-0.22666069006094644,0.8720526487820862,,-0.8422261792804321,-1.1384720971618005,0.757352564924278,,,,0.2526232700649424
2011-12-31,2.216840789848123,1.09466945815608,0.6269004700275019,,0.08092375512335027,0.2644751873900071,-0.7915021550328023,,,,0.21746314386136786
2012-03-31,0.02009651183250361,0.7107625961462815,0.4918066710023963,,-0.48768197051767487,-0.46631970465795286,-0.6754772765643886,,,,0.39040499322776573
2012-06-30,-1.9678083875572223,4.452144437418139,0.7190899048475194,,-0.9573706079746107,-1.2656812379919975,-2.076938425067694,,,,0.5342877748249116
2012-09-30,0.05859562414696281,-0.01911782088886961,0.4515674901613978,,-0.5313409836226367,-0.3445667274313168,1.1948212297808076,,,,0.4790652340359116
2012-12-31,0.874676241126255,0.31053209769295487,0.5870655207103952,,0.0423027477276451,-0.006573832505948331,-0.6037018127599931,,,,0.1258882942455795
2013-03-31,0.1574621838064429,0.20586906527534365,0.5936881662028944,,-0.3208740313528368,-0.322690020734535,-0.47500174514952026,,,,0.08830075256521483
2013-06-30,-0.9218009980396449,0.025438705443321594,0.7008150055784652,,-0.56550764432989,-0.7709434194810394,8.22932270319924,,,,0.14374562144140407
2013-09-30,-0.8341633819429094,-1.5420247243673177,0.531561132338888,,-0.7510699186536772,-0.7199660454466611,-0.2887707158424868,,,,0.05223472072130824
2013-12-31,1.6627313980357388,0.42996514846741474,0.609104993884826,,0.38338006352720705,0.3349755240829996,-0.4601141251133401,,,,-0.7926991652530032
2014-03-31,0.05213863853357593,0.2843167386317015,0.6838931433399381,,-0.3436603079424999,-0.34730393677912047,-0.4314331061466145,,,,-0.7259153336553329
2014-06-30,-0.720033484873175,0.07023570067397195,0.5862405676638637,,-0.5386626366191363,-0.6489250300558432,5.713323174580636,,,,0.056189855440665286
2014-09-30,-1.8369863417094692,1.1740563374233055,0.44238857009990573,,-1.0622547675880196,-1.1735464318481794,-0.8579163827525786,,,,-1.0533591832990838
2014-12-31,-3.480546634628765,0.7525000421519846,0.9246202798381418,,-1.081857483367781,-1.430364300400554,-0.4719841715917989,,,,-1.5097606056302
2015-03-31,0.429041689831474,0.3332942273765776,0.8884557772594216,,0.13705611924907574,-0.17101281536212523,-0.34890682048237687,,,,-2.177781173621802
2015-06-30,-0.7378724544067696,-0.12501533964086417,0.6213174257082315,,-0.5157220338253563,-0.6373384742617024,-0.10233398047536041,,,,-2.618614547645207
2015-09-30,-1.5463818284533235,0.15515808040372203,1.003359691572329,,-0.47124500527303453,-0.7723590994446099,0.4879948678980969,,,,-3.3200497116587404
2015-12-31,-7.019453129656243,0.6666683017436449,0.9292999772139201,,-1.0532540564888584,-2.5044834772295954,-0.4868318618955479,,,,-3.5979392692412397
2016-03-31,0.006794523570052928,0.3300735721801814,0.7564856879332376,,0.26745774259793015,-0.2551333557954432,-0.35309705392591056,,,,-2.3457922084774894
2016-06-30,0.13416248470981,0.20310242247243618,0.6585647589143647,,-0.1725826707672814,-0.17068148825364132,3.700283700350391,,,,-0.7402763640014247
2016-09-30,-1.0997317935875321,1.138637303432293,0.18943501418637115,,-0.9394479202896262,-1.3242544358677217,1.2714065016732143,,,,-0.8790993468431431
2016-12-31,0.285289277071034,0.2801611808887138,0.0015789705656331686,,1.283224673449695,0.05135623517427499,-0.4764254754319707,,,,-0.9158619276455089
2017-03-31,0.38406301107266305,0.2288972846240205,0.08725778228630862,,0.5814157089206871,0.1449130527842749,-0.4060096682619166,,,,-0.6158588274751348
2017-06-30,-0.28377801452415674,0.07549064439080638,0.31008830450314295,,-0.1535180036531302,-0.48590261850945776,-3.0504823547321243,,,,-0.14610316730767947
2017-09-30,0.09513147600150408,-0.8292425875761527,0.014462136810282812,,-0.5539116508150347,-0.14296084539178824,-0.1694722132827715,-0.13335472286668398,2.0691595067301445,1.8988288735003196,-0.16324860127474772
2017-12-31,0.05416281564653118,0.29885270554912186,-0.038607848844872186,,1.2799880190155608,-0.18346132191716838,-0.317910800967527,18.579837866740544,2.9208922438420224,2.619808239095553,-0.680587789542502
2018-03-31,0.4011839486358456,0.20187615673847314,-0.5358440108739243,,0.6826906161969477,0.31193767202388606,-0.2538204677892425,1.0911907849602096,1.2373196117307825,1.348198324980455,-0.30890770298125925
2018-06-30,0.2095732284312579,-0.10493351778338232,-0.02342563124415813,,-0.33404772567056246,-0.007036830596829461,-0.08355414282839582,-0.20223618708854246,-0.5168378596510077,-0.9009134794553801,-0.4955805388506713
2018-09-30,-0.08109203094670796,-0.10682447645528455,-0.35953833202444163,,-0.25331762714827566,-0.35639774390108364,-0.11848545549022257,-0.08253579188518541,-0.21788249765435566,-1.0077731522653819,-0.8258199073574499
2018-12-31,0.961885242578797,0.310095154055832,-0.6161171519776957,,1.9646804780786746,1.180475287507001,-0.30078476213366306,2.221543324982921,-0.7023885446505879,-1.5636892560814981,-1.1698863427304296
2019-03-31,0.18795632008966173,0.14295841706387205,-1.1201071359458887,-4.303906256608368,0.4803258621748478,0.07976008631172271,-0.25258463946068027,0.4533241884880131,0.27307492453343557,-1.1942217875520253,-1.871380323967575
2019-06-30,0.6065034139056839,0.21974601082944356,-0.8288120591238423,85.42924419346672,0.7549459442676065,0.7452938242716817,-2.0354578548606086,0.8762866637481279,2.1315742788610286,1.0617413356483667,-2.5275302909779485
2019-09-30,-0.39383414601080047,1.3858964520490855,-0.8204126065643241,1.628649424090557,-1.221675347950849,-0.8962705822438607,-0.8788066153773243,-0.8018031015011814,2.35066246788865,1.4097641755461716,-2.085833636766761
2019-12-31,1.1631895527162017,0.275523198937193,-1.1652576746257464,0.9749042080086672,2.709281178174578,1.9096718214633264,-0.16953870561730053,3.494232695436718,3.0153827503453723,2.322845078342394,-1.3956329920631172
2020-03-31,-3.8050006338632723,0.5347255555205638,0.12135829295897006,6.099534235728599,-2.090551892082131,-4.280814400872403,-0.3909021316742465,-1.2241128173818692,0.9851514279674034,-2.9760114247877425,-3.6701767692830702
2020-06-30,-0.04884521416488061,0.10657504922880442,-0.7433636515571154,0.15929755999691164,0.2551857440793562,-0.296621308637483,-0.5796275348889716,0.9049090956354872,1.243215427552708,-2.4835531003073013,-3.252926432141802
2020-09-30,-0.005535050731842564,0.20033832626436746,-0.43992559326221886,0.09598560426729427,0.657241093517693,-0.2159251981917805,0.27892690646141155,1.2102447998601953,1.1669877949774976,-2.0179149215095706,-2.6072082022489673
2020-12-31,2.1068989669171856,0.2650327365546972,-0.8310946799629839,-0.22318872485734428,2.121660965451617,3.0506893732898748,-0.14493326124219857,2.241204105603034,0.9590133763545732,-1.9150692790537462,-1.243135609464219
2021-03-31,0.07632881919770847,0.22128277742704697,-0.3193732772659194,-0.9604401222503901,0.94825318445351,-0.10314762279030901,-0.08573239637415402,1.0536998467438905,1.1162816096178472,-0.26007866687346737,-0.7558926643335138
2021-06-30,1.343862752626824,0.0984153292350655,-0.5037146092026009,0.04202371050257415,0.29023919337043996,1.5695025409989585,0.17650821104902864,0.1602865496095377,-0.4368190577842426,0.3171436756857034,-0.11149335351362166
2021-09-30,-0.4017952267291445,0.09647347400133113,-0.21805597553693742,2.2560825336442463,0.12567105131701256,-0.6592999105035614,0.6621625767689989,-0.2293406722841811,-0.3399038741865795,0.291952873554834,-0.5666936711898672
2021-12-31,2.48947181058806,0.31896156084439387,-0.23320509013420718,5.312338879684926,4.039828416681605,2.7234763386413534,-0.13470320489629223,2.3294913231660987,0.24457603852782434,0.3762558109167178,-0.34533070253041365
2022-03-31,1.1405507083880226,0.24049385018955333,-0.3449202163982202,2.3303359738642313,1.1991791840768211,1.2036484872245987,-0.10098093488834646,0.16899880772056047,2.3606009835320916,1.2376801426801265,0.11554229932835443
2022-06-30,0.24100036678450987,0.18270583536602808,-0.04841363576071113,3.9111000942251053,0.31446035609810435,0.07671174417466795,0.26080323404267736,-0.6928439208468634,2.2513210122383214,1.0446339627382653,-0.9992749750174552
2022-09-30,-0.3166479037661466,3.4671604287681093,-0.4474273818419012,5.216922420073436,-0.9432972239660549,-0.5630107351181358,0.9255753257492949,-1.7716785366812506,1.7672790177389106,0.8737823735163646,-0.4863021267120463
2022-12-31,5.165255470795483,0.24616514985549667,-0.02518328862197442,3.4190919589126034,5.380626087275972,5.2924553339128755,-0.15219698710582258,3.210620361995396,1.5158191923894553,0.5033430801736053,-1.3113184882561297
2023-03-31,1.0702018584142248,0.18178961714272734,0.28384788829555624,3.12553599845278,0.8559761961600236,0.7994174880815529,-0.13296255009850041,-0.15072442706577985,1.2385152029018474,0.44746855684910364,-0.02438167395153352
2023-06-30,-0.3864480648745402,-189.72544135411022,-0.44442086902663086,1.2588450722825508,-0.7745080933770073,-0.5864360051760978,-0.3216382103953232,-1.5033920904556717,1.0485835310203715,0.42148894325947117,-0.8818568338728031
2023-09-30,-0.19366439819176104,0.128450879265166,-0.7868994156105271,-0.03435946764369635,-0.2517912627278532,-0.3539338727585651,0.45841866186814867,-0.8701825437368853,1.1980340884666956,0.6612235900334954,-0.7864332858534816
2023-12-31,1.8325716033831057,0.14162928908929862,-1.052182022555574,-0.08921021969937072,2.5546527296053356,2.7014211323862147,-0.18462105656893701,1.6142798345019467,1.9536147902634204,1.259185277922981,-1.0645740073675718
2024-03-31,0.29391320727822934,0.13553620120625903,-0.8152048617952924,0.05128353633578476,0.37115818914335835,0.32075613593659247,-0.14967959753920343,-0.01687542994700302,1.970406189700831,1.3342520625096972,-0.525646070282527
2024-06-30,-0.6915738220952297,0.06027461585165017,-1.15172795953576,0.2245563872931383,-0.6739030623507538,-1.1010331168113352,0.12373977239562307,-0.7947797814325903,2.2957010760257988,1.48221788627257,-1.476480982435547
2024-09-30,0.5568130735652733,0.1267628611763124,-0.7807161499357506,0.15535597616850927,-0.22596791617687315,0.6793365959735418,1.0823282880008032,-0.3738226977142311,2.5419174892729504,1.4994157075645855,-1.2384563301322715
2024-12-31,-0.08995725626586787,0.13712493194768627,-1.0241116757243582,0.2897419823276889,1.311685322398441,-0.1880079590856315,-0.24544347242006925,0.732495423148069,2.136321549907629,1.6214679425661036,-1.9541448024243202
2025-03-31,0.5369357379341999,0.1325594830926384,-0.8320675317522973,0.04805178725714019,0.37361657911363827,0.677264920422712,-0.17106195903435242,-0.22002090346886075,2.336286072835009,1.7868132348080132,-1.0020528176770256
2025-06-30,-0.3958856343698148,0.09035574335111697,-0.28532768954355375,0.03768899130980749,-0.655368474689873,-0.5713080945655522,-1.0946078860020052,-1.249601143755201,1.6997772656269596,1.543747007946048,-1.0677113033038645
2025-09-30,-0.03686931473042939,0.12733893055710135,-0.13984868385777344,0.010263416112062678,-0.16448323321591107,-0.16203116378491042,1.1126898500147546,-0.7734923786184486,1.7364443552811641,1.5338990342998662,-0.8907268984788348
