date,target_return_21d,ret_petr4,cdi_daily,pred_huber_21d,pred_xgb_21d,pred_ml,cdi_21d_proxy,upside,position,pos_change,costs,strategy_gross,strategy_net,equity,benchmark_buyhold,benchmark_cdi
2023-01-02,0.04302116862244243,-0.06666244481034904,0.000507880373261882,-0.34130850277577895,-0.17023888,-0.03325004139521412,0.010719830392053709,-0.17903941077595775,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0005078803732619,0.933337555189651,1.0005078803732619
2023-01-03,0.13131841935476984,-0.02563825716785523,0.000507880373261882,-0.30644672639832105,-0.15993333,-0.020408439580146966,0.010719830392053709,-0.1688431886751427,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0010160186889974,0.9094084069252814,1.0010160186889974
2023-01-04,0.14494680430202256,0.03128710553330718,0.000507880373261882,-0.26068030015215543,-0.1376904,0.0010748648585727288,0.010719830392053709,-0.14683619619258326,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0015244150782103,0.9378611637256294,1.0015244150782103
2023-01-05,0.057591883163500945,0.03537879283062763,0.000507880373261882,-0.2488788149499115,-0.14805341,0.02204122809165253,0.010719830392053709,-0.15708926775438226,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.002033069671971,0.9710415595409699,1.002033069671971
2023-01-06,0.03264545895122839,-0.005877566766241559,0.000507880373261882,-0.26611502147324895,-0.1520772,0.010139470707382588,0.010719830392053709,-0.1610703812524089,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0025419826014168,0.9653341979419726,1.0025419826014168
2023-01-09,0.07942231680850864,0.0054614471473718425,0.000507880373261882,-0.2882494458959103,-0.16099535,0.0038127689163383006,0.010719830392053709,-0.16989396014382552,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0030511539977511,0.9706063196435832,1.0030511539977511
2023-01-10,0.06687606240949573,0.009171754914024836,0.000507880373261882,-0.269896232334024,-0.1581152,0.017039294035439724,0.010719830392053709,-0.16704435142577512,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0035605839922443,0.9795084829253579,1.0035605839922443
2023-01-11,0.074773653352314,0.007854565232331572,0.000507880373261882,-0.2934646212485771,-0.16989714,0.013463481900023059,0.010719830392053709,-0.1787013216060196,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0040702727162332,0.9872020962001172,1.0040702727162332
2023-01-12,0.0614777748977513,0.014317078039280019,0.000507880373261882,-0.316576007568548,-0.15748574,0.0035627653953619162,0.010719830392053709,-0.16642154317115843,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0045802203011214,1.0013359456519553,1.0045802203011214
2023-01-13,0.07790190101416816,-0.002444027105139013,0.000507880373261882,-0.35415794238872356,-0.30581748,-0.006728541050267743,0.010719830392053709,-0.3131800779301245,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0050904268783794,0.9988886534594319,1.0050904268783794
2023-01-16,0.08377281197485464,-0.02180602707324989,0.000507880373261882,-0.3563617561133562,-0.15828033,-0.016489909968515386,0.010719830392053709,-0.1672077051673988,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0056008925795443,0.9771068604389335,1.0056008925795443
2023-01-17,0.10378920233868905,0.05974153957579587,0.000507880373261882,-0.30499912801296125,-0.2961052,0.022969074456625757,0.010719830392053709,-0.30357080882222676,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0061116175362201,1.0354807286116277,1.0061116175362201
2023-01-18,0.04312696075535549,-0.017789834139646223,0.000507880373261882,-0.3179272703285906,-0.17238948,0.0053070583846056545,0.010719830392053709,-0.18116725543489887,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0066226018800775,1.0170596981948268,1.0066226018800775
2023-01-19,0.06637873587125753,0.032183749437813686,0.000507880373261882,-0.3257881079931607,-0.16159272,0.00939393787053729,0.010719830392053709,-0.1704849822371659,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0071338457428543,1.0497924926848274,1.0071338457428543
2023-01-20,0.01722845339631074,0.018375121636362436,0.000507880373261882,-0.3440914480136129,-0.19071743,-0.003154148090914289,0.010719830392053709,-0.19930081814946943,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0076453492563548,1.0690825574308511,1.0076453492563548
2023-01-23,-0.027152769401250998,0.015801843218709484,0.000507880373261882,-0.343150184588772,-0.19229601,-0.003503645573868402,0.010719830392053709,-0.20086264504230789,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0081571125524507,1.0859760323912304,1.0081571125524507
2023-01-24,-0.013350869530737719,-0.0071224458276133796,0.000507880373261882,-0.3006490169617879,-0.15160958,0.006294011008893174,0.010719830392053709,-0.16060774222604135,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0086691357630804,1.0782412269304373,1.0086691357630804
2023-01-25,-0.03090618712078319,0.012701447600450258,0.000507880373261882,-0.30735900275991307,-0.15286742,0.008656349778731401,0.010719830392053709,-0.1618522382583466,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0091814190202495,1.0919364513749397,1.0091814190202495
2023-01-26,-0.03387131285558853,-0.025944699565300797,0.000507880373261882,-0.3165584013742032,-0.16238375,0.001088670089029356,0.010719830392053709,-0.17126760588521228,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0096939624560304,1.0636064881996161,1.0096939624560304
2023-01-27,-0.04326469104488384,-0.024293013488963608,0.000507880373261882,-0.34004280230408346,-0.16572371,-0.017122470159615148,0.010719830392053709,-0.17457212823607327,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.010206766202563,1.0377682814348337,1.010206766202563
2023-01-30,-0.017117713447305283,0.005061714914186889,0.000507880373261882,-0.3292130477710662,-0.16292398,-0.009799018170676983,0.010719830392053709,-0.17180213235238817,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0107198303920535,1.0430211686224424,1.0107198303920535
2023-01-31,-0.04791701268562232,0.012349508741198941,0.000507880373261882,-0.31150690073814985,-0.21653657,0.013378301093151905,0.010719830392053709,-0.2248460998535745,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0112331551567761,1.0559019676616008,1.0112331551567761
2023-02-01,-0.019920875123595416,-0.01390064494302607,0.000507880373261882,-0.3620399314355855,-0.308565,-0.01669244671477877,0.010719830392053709,-0.31589847290264683,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0117467406290719,1.0412242493144943,1.0117467406290719
2023-02-02,0.0039001121422905793,-0.047396029295786096,0.000507880373261882,-0.3595091852361105,-0.1531342,-0.0240055962207947,0.010719830392053709,-0.16211619903362007,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.012260586941349,0.9918743542905016,1.012260586941349
2023-02-03,0.01834301654302206,0.01095632987725915,0.000507880373261882,-0.33944027505943447,-0.15659848,-0.020220781361919172,0.010719830392053709,-0.16554367898422317,0.0,0.0,0.0,0.000507880373261882,0.000507880373261882,1.0127746942260831,1.002741656912902,1.0127746942260831
