date,target_return_21d,ret_petr4,cdi_daily,pred_huber_21d,pred_xgb_21d,pred_ml,position,pos_change,strategy_gross,strategy_net,equity
2023-01-02,0.04302116862244243,-0.06666244481034904,0.000507880373261882,-0.34130850277577895,-0.17023888,-0.03325004139521412,0,0.0,0.000507880373261882,0.000507880373261882,1.0005078803732619
2023-01-03,0.13131841935476984,-0.02563825716785523,0.000507880373261882,-0.30644672639832105,-0.15993333,-0.020408439580146966,0,0.0,0.000507880373261882,0.000507880373261882,1.0010160186889974
2023-01-04,0.14494680430202256,0.03128710553330718,0.000507880373261882,-0.26068030015215543,-0.1376904,0.0010748648585727288,1,1.0,0.000507880373261882,0.000507880373261882,1.0015244150782103
2023-01-05,0.057591883163500945,0.03537879283062763,0.000507880373261882,-0.2488788149499115,-0.14805341,0.02204122809165253,1,0.0,0.03537879283062763,0.03487879283062763,1.0364563776665388
2023-01-06,0.03264545895122839,-0.005877566766241559,0.000507880373261882,-0.26611502147324895,-0.1520772,0.010139470707382588,1,0.0,-0.005877566766241559,-0.005877566766241559,1.0303645361065068
2023-01-09,0.07942231680850864,0.0054614471473718425,0.000507880373261882,-0.2882494458959103,-0.16099535,0.0038127689163383006,1,0.0,0.0054614471473718425,0.0054614471473718425,1.0359918175629788
2023-01-10,0.06687606240949573,0.009171754914024836,0.000507880373261882,-0.269896232334024,-0.1581152,0.017039294035439724,1,0.0,0.009171754914024836,0.009171754914024836,1.0454936806066015
2023-01-11,0.074773653352314,0.007854565232331572,0.000507880373261882,-0.2934646212485771,-0.16989714,0.013463481900023059,1,0.0,0.007854565232331572,0.007854565232331572,1.0537055789209167
2023-01-12,0.0614777748977513,0.014317078039280019,0.000507880373261882,-0.316576007568548,-0.15748574,0.0035627653953619162,1,0.0,0.014317078039280019,0.014317078039280019,1.0687915639247523
2023-01-13,0.07790190101416816,-0.002444027105139013,0.000507880373261882,-0.35415794238872356,-0.30581748,-0.006728541050267743,0,1.0,-0.002444027105139013,-0.002444027105139013,1.0661794083727762
2023-01-16,0.08377281197485464,-0.02180602707324989,0.000507880373261882,-0.3563617561133562,-0.15828033,-0.016489909968515386,0,0.0,0.000507880373261882,7.880373261881946e-06,1.0661878102644784
2023-01-17,0.10378920233868905,0.05974153957579587,0.000507880373261882,-0.30499912801296125,-0.2961052,0.022969074456625757,1,1.0,0.000507880373261882,0.000507880373261882,1.0667293061275227
2023-01-18,0.04312696075535549,-0.017789834139646223,0.000507880373261882,-0.3179272703285906,-0.17238948,0.0053070583846056545,1,0.0,-0.017789834139646223,-0.018289834139646223,1.0472190040465503
2023-01-19,0.06637873587125753,0.032183749437813686,0.000507880373261882,-0.3257881079931607,-0.16159272,0.00939393787053729,1,0.0,0.032183749437813686,0.032183749437813686,1.0809224380793012
2023-01-20,0.01722845339631074,0.018375121636362436,0.000507880373261882,-0.3440914480136129,-0.19071743,-0.003154148090914289,0,1.0,0.018375121636362436,0.018375121636362436,1.1007845193584818
2023-01-23,-0.027152769401250998,0.015801843218709484,0.000507880373261882,-0.343150184588772,-0.19229601,-0.003503645573868402,0,0.0,0.000507880373261882,7.880373261881946e-06,1.1007931939513753
2023-01-24,-0.013350869530737719,-0.0071224458276133796,0.000507880373261882,-0.3006490169617879,-0.15160958,0.006294011008893174,1,1.0,0.000507880373261882,0.000507880373261882,1.1013522652096035
2023-01-25,-0.03090618712078319,0.012701447600450258,0.000507880373261882,-0.30735900275991307,-0.15286742,0.008656349778731401,1,0.0,0.012701447600450258,0.012201447600450258,1.1147903571631956
2023-01-26,-0.03387131285558853,-0.025944699565300797,0.000507880373261882,-0.3165584013742032,-0.16238375,0.001088670089029356,1,0.0,-0.025944699565300797,-0.025944699565300797,1.0858674562683022
2023-01-27,-0.04326469104488384,-0.024293013488963608,0.000507880373261882,-0.34004280230408346,-0.16572371,-0.017122470159615148,0,1.0,-0.024293013488963608,-0.024293013488963608,1.0594884635059496
2023-01-30,-0.017117713447305283,0.005061714914186889,0.000507880373261882,-0.3292130477710662,-0.16292398,-0.009799018170676983,0,0.0,0.000507880373261882,7.880373261881946e-06,1.0594968126705087
2023-01-31,-0.04791701268562232,0.012349508741198941,0.000507880373261882,-0.31150690073814985,-0.21653657,0.013378301093151905,1,1.0,0.000507880373261882,0.000507880373261882,1.0600349103071975
2023-02-01,-0.019920875123595416,-0.01390064494302607,0.000507880373261882,-0.3620399314355855,-0.308565,-0.01669244671477877,0,1.0,-0.01390064494302607,-0.014400644943026071,1.0447697239366511
2023-02-02,0.0039001121422905793,-0.047396029295786096,0.000507880373261882,-0.3595091852361105,-0.1531342,-0.0240055962207947,0,0.0,0.000507880373261882,7.880373261881946e-06,1.0447779571120486
2023-02-03,0.01834301654302206,0.01095632987725915,0.000507880373261882,-0.33944027505943447,-0.15659848,-0.020220781361919172,0,0.0,0.000507880373261882,0.000507880373261882,1.0453085793308825
2023-02-06,0.020073300229702662,0.039154271943761,0.000507880373261882,-0.327219666667985,-0.13226996,0.004477652941624638,1,1.0,0.000507880373261882,0.000507880373261882,1.0458394710423269
2023-02-07,-0.022624498701146245,-0.0062251512375940754,0.000507880373261882,-0.33205183227666707,-0.1528201,0.002277141109763626,1,0.0,-0.0062251512375940754,-0.006725151237594075,1.0388060424293217
2023-02-08,-0.029405909760969018,0.016642187508938436,0.000507880373261882,-0.2937684042787507,-0.13252781,0.023044593764002055,1,0.0,0.016642187508938436,0.016642187508938436,1.0560940473728488
2023-02-09,-0.07597459758859171,-0.004613466299152405,0.000507880373261882,-0.35911898854500174,-0.15236466,-0.021341277702633825,0,1.0,-0.004613466299152405,-0.004613466299152405,1.0512217930765588
2023-02-10,-0.0883461802924067,0.03001149200226432,0.000507880373261882,-0.3206390017803379,-0.13288006,0.010232224407452528,1,1.0,0.000507880373261882,7.880373261881946e-06,1.0512300770966694
2023-02-13,-0.13069480484043783,0.002989270943278733,0.000507880373261882,-0.31586270855118465,-0.14456902,0.005486324877483925,1,0.0,0.002989270943278733,0.002489270943278733,1.0538468735822868
2023-02-14,-0.13626123799889767,-0.003739590826363851,0.000507880373261882,-0.3531874588355854,-0.15884969,-0.014834891586099318,0,1.0,-0.003739590826363851,-0.003739590826363851,1.0499059174814462
2023-02-15,-0.12374728762400633,0.001500077208315204,0.000507880373261882,-0.28792620740631153,-0.1448633,0.0164174591323809,1,1.0,0.000507880373261882,7.880373261881946e-06,1.0499141911319658
2023-02-16,-0.1469152061624155,0.00410407786949176,0.000507880373261882,-0.3167195652224525,-0.14478895,0.004001051604223078,1,0.0,0.00410407786949176,0.00360407786949176,1.0536981636330898
2023-02-17,-0.1331629562075477,-0.015390457684263342,0.000507880373261882,-0.32397053750201443,-0.16173603,-0.011329978852492501,0,1.0,-0.015390457684263342,-0.015390457684263342,1.0374812666337088
2023-02-22,-0.12225316798468777,-0.026056129784038585,0.000507880373261882,-0.3378959046513503,-0.16490938,-0.027589310473553567,0,0.0,0.000507880373261882,7.880373261881946e-06,1.037489442373342
2023-02-23,-0.11947944529886911,0.030213145309540994,0.000507880373261882,-0.2924620066995492,-0.16171685,0.009407864494504016,1,1.0,0.000507880373261882,0.000507880373261882,1.03801636289859
2023-02-24,-0.14567505049031548,-0.02478858493750539,0.000507880373261882,-0.33060720204492916,-0.17052823,-0.015115584789002528,0,1.0,-0.02478858493750539,-0.025288584937505392,1.0117663979389084
2023-02-27,-0.10910000166326006,0.009602896062871687,0.000507880373261882,-0.302198957212106,-0.16049092,-0.002241166113301679,0,0.0,0.000507880373261882,7.880373261881946e-06,1.011774371035778
2023-02-28,-0.1020995485862074,-0.03541514582781098,0.000507880373261882,-0.309559770932531,-0.16593574,-0.003838824581623948,0,0.0,0.000507880373261882,0.000507880373261882,1.0122882313809964
2023-03-01,-0.05697833388812179,0.0023724481902625675,0.000507880373261882,-0.312230619743601,-0.16921525,-0.003738088021421875,0,0.0,0.000507880373261882,0.000507880373261882,1.0128023527057988
2023-03-02,-0.05646333791757141,-0.026432592119454368,0.000507880373261882,-0.31342699223399106,-0.16265541,-0.010587465558015128,0,0.0,0.000507880373261882,0.000507880373261882,1.0133167351427315
2023-03-03,-0.0520967062447637,0.042117792058092095,0.000507880373261882,-0.2923133763269041,-0.15348771,0.00842279929174795,1,1.0,0.000507880373261882,0.000507880373261882,1.0138313788244082
2023-03-06,-0.050939096228507785,0.010066665025617733,0.000507880373261882,-0.2939248863371235,-0.15126722,0.008919792797947754,1,0.0,0.010066665025617733,0.009566665025617732,1.0235303640180815
2023-03-07,-0.0688741781539306,-0.03369111192977571,0.000507880373261882,-0.3224439403980407,-0.15625575,-0.013405095021834939,0,1.0,-0.03369111192977571,-0.03369111192977571,0.9890464879604243
2023-03-08,-0.03323902740202678,0.012674062720825989,0.000507880373261882,-0.27287712029259376,-0.14534318,0.02145077493070987,1,1.0,0.000507880373261882,7.880373261881946e-06,0.9890542820159228
2023-03-09,-0.059157962908913286,-0.004342210271385474,0.000507880373261882,-0.32904363626123595,-0.1649941,-0.01797272077891207,0,1.0,-0.004342210271385474,-0.004842210271385474,0.9842650732125876
2023-03-10,-0.0351877525604285,-0.013120347343302597,0.000507880373261882,-0.32658990566876306,-0.1684396,-0.010399255605335576,0,0.0,0.000507880373261882,7.880373261881946e-06,0.9842728295887532
2023-03-13,0.022467852739537664,-0.03213586825980798,0.000507880373261882,-0.2989453007443904,-0.160079,-0.009486923276723853,0,0.0,0.000507880373261882,0.000507880373261882,0.9847727224408362
2023-03-14,0.06420857516071843,-0.017940488253102033,0.000507880373261882,-0.2865956636575407,-0.15569761,-0.01105079873193256,0,0.0,0.000507880373261882,0.000507880373261882,0.9852728691786876
2023-03-15,0.09117046128943218,-0.01783514562708526,0.000507880373261882,-0.2805330297504174,-0.15456866,-0.01408978360748913,0,0.0,0.000507880373261882,0.000507880373261882,0.9857732699312509
2023-03-16,0.12244759469143918,-0.0034331831803654893,0.000507880373261882,-0.2543667129873693,-0.1415477,0.011031221473726791,1,1.0,0.000507880373261882,0.000507880373261882,0.9862739248275352
2023-03-17,0.143740461683316,0.010694349005147182,0.000507880373261882,-0.30263287009417017,-0.15686497,-0.021125716085548665,0,1.0,0.010694349005147182,0.010194349005147181,0.9963283454319034
2023-03-20,0.16008153591760976,-0.02497935261514047,0.000507880373261882,-0.284786470278161,-0.15667354,-0.007093625792135158,0,0.0,0.000507880373261882,7.880373261881946e-06,0.9963361968711568
2023-03-21,0.15095131647825855,0.020290851282068048,0.000507880373261882,-0.26761487706720294,-0.13553491,0.0046730928033986326,1,1.0,0.000507880373261882,0.000507880373261882,0.996842216470718
2023-03-22,0.13569663774203966,-0.0029984150670311063,0.000507880373261882,-0.2894519069034652,-0.15502982,-0.003672739063557871,0,1.0,-0.0029984150670311063,-0.0034984150670311063,0.9933548486411642
2023-03-23,0.16067046237238158,-0.022978419778148244,0.000507880373261882,-0.3182682615924616,-0.15728207,-0.02626395809507816,0,0.0,0.000507880373261882,7.880373261881946e-06,0.993362676648153
2023-03-24,0.18315543256528022,-0.00043583463020264676,0.000507880373261882,-0.2523789922273791,-0.12824564,0.008018464193342546,1,1.0,0.000507880373261882,0.000507880373261882,0.9938671860551536
2023-03-27,0.16872078126715095,0.01696181125902777,0.000507880373261882,-0.259200315972003,-0.15187167,0.017097457402654875,1,0.0,0.01696181125902777,0.01646181125902777,1.0102280400885346
2023-03-28,0.12095558795092831,0.017536084651421997,0.000507880373261882,-0.25295280817882604,-0.1422957,0.016187595781684196,1,0.0,0.017536084651421997,0.017536084651421997,1.0279434845167674
2023-03-29,0.12656376771021471,0.013057087626460545,0.000507880373261882,-0.28093523599104697,-0.15278201,0.004527075396629474,1,0.0,0.013057087626460545,0.013057087626460545,1.0413654326691522
