quarter_end,z_earnings_yield,z_ev_ebitda,z_pb_ratio,z_dividend_yield,z_roic,z_roe,z_ebitda_margin,z_evs,z_beta,z_volatility,z_debt_to_equity,score_valor,score_qualidade,score_risco,qval_raw,qval_scaled,recommendation
2016-09-30,-1.0997317935875321,1.138637303432293,0.18943501418637115,,,-1.3242544358677217,,,,,-1.3883309979543426,0.07611350801037732,-1.3242544358677217,-1.3883309979543426,-0.8788239752705623,41.21176024729438,NEUTRO
2016-12-31,0.285289277071034,0.2801611808887138,0.0015789705656331686,,,0.05135623517427499,,,,,-1.324021807235502,0.18900980950846033,0.05135623517427499,-1.324021807235502,-0.36121858751758884,46.38781412482411,NEUTRO
2017-03-31,0.38406301107266305,0.2288972846240205,0.08725778228630862,,,0.1449130527842749,,,,,-0.9941586214398838,0.23340602599433072,0.1449130527842749,-0.9941586214398838,-0.2052798475537594,47.94720152446241,NEUTRO
2017-06-30,-0.28377801452415674,0.07549064439080638,0.31008830450314295,,,-0.48590261850945776,,,,,-1.045266462192335,0.03393364478993086,-0.48590261850945776,-1.045266462192335,-0.4990784786372873,45.00921521362713,NEUTRO
2017-09-30,0.09513147600150408,-0.8292425875761527,0.014462136810282812,,,-0.14296084539178824,,,2.0691595067301445,1.8988288735003196,-0.834133167625613,-0.2398829915881219,-0.14296084539178824,1.0446184042016171,0.22059152240723567,52.205915224072356,NEUTRO
2017-12-31,0.05416281564653118,0.29885270554912186,-0.038607848844872186,,,-0.18346132191716838,,,2.9208922438420224,2.619808239095553,-0.7726453355000206,0.10480255745026029,-0.18346132191716838,1.5893517158125183,0.5035643171152034,55.03564317115203,NEUTRO
2018-03-31,0.4011839486358456,0.20187615673847314,-0.5358440108739243,,,0.31193767202388606,,,1.2373196117307825,1.348198324980455,-0.5146566583757403,0.02240536483346482,0.31193767202388606,0.6902870927784992,0.3415433765452834,53.41543376545283,NEUTRO
2018-06-30,0.2095732284312579,-0.10493351778338232,-0.02342563124415813,,,-0.007036830596829461,,,-0.5168378596510077,-0.9009134794553801,-0.5098388063478276,0.027071359801239148,-0.007036830596829461,-0.6425300484847385,-0.20749850642677625,47.925014935732236,NEUTRO
2018-09-30,-0.08109203094670796,-0.10682447645528455,-0.35953833202444163,,,-0.35639774390108364,,,-0.21788249765435566,-1.0077731522653819,-0.41591376246360257,-0.18248494647547805,-0.35639774390108364,-0.54718980412778,-0.36202416483478056,46.37975835165219,NEUTRO
2018-12-31,0.961885242578797,0.310095154055832,-0.6161171519776957,,,1.180475287507001,,,-0.7023885446505879,-1.5636892560814981,-0.3249231599126297,0.2186210815523111,1.180475287507001,-0.863666986881572,0.1784764607259134,51.784764607259135,NEUTRO
2019-03-31,0.18795632008966173,0.14295841706387205,-1.1201071359458887,-4.303906256608368,,0.07976008631172271,,,0.27307492453343557,-1.1942217875520253,-0.9313128501187733,-1.2732746638501806,0.07976008631172271,-0.6174865710457876,-0.6036670495280818,43.963329504719184,NEUTRO
2019-06-30,0.6065034139056839,0.21974601082944356,-0.8288120591238423,85.42924419346672,,0.7452938242716817,,,2.1315742788610286,1.0617413356483667,-0.5121504629330007,21.3566703897695,0.7452938242716817,0.8937217171921317,7.665228643744438,126.65228643744439,COMPRA
2019-09-30,-0.39383414601080047,1.3858964520490855,-0.8204126065643241,1.628649424090557,,-0.8962705822438607,,,2.35066246788865,1.4097641755461716,-0.4077616403990083,0.45007478089112946,-0.8962705822438607,1.1175550010119377,0.22378639988640217,52.23786399886402,NEUTRO
2019-12-31,1.1631895527162017,0.275523198937193,-1.1652576746257464,0.9749042080086672,,1.9096718214633264,,,3.0153827503453723,2.322845078342394,-0.3226509748583223,0.3120898212590789,1.9096718214633264,1.6718589512764812,1.2978735313329623,62.97873531332962,COMPRA
2020-03-31,-3.8050006338632723,0.5347255555205638,0.12135829295897006,6.099534235728599,,-4.280814400872403,,,0.9851514279674034,-2.9760114247877425,-2.157336821949655,0.7376543625862151,-4.280814400872403,-1.3827322729233316,-1.6419641037365065,33.58035896263493,VENDA
2020-06-30,-0.04884521416488061,0.10657504922880442,-0.7433636515571154,0.15929755999691164,,-0.296621308637483,,,1.243215427552708,-2.4835531003073013,-2.1386102443370945,-0.13158406412406998,-0.296621308637483,-1.1263159723638958,-0.5181737817084829,44.81826218291517,NEUTRO
2020-09-30,-0.005535050731842564,0.20033832626436746,-0.43992559326221886,0.09598560426729427,,-0.2159251981917805,,,1.1669877949774976,-2.0179149215095706,-1.493323157336262,-0.037284178365599926,-0.2159251981917805,-0.7814167612894449,-0.34487537928227513,46.55124620717725,NEUTRO
2020-12-31,2.1068989669171856,0.2650327365546972,-0.8310946799629839,-0.22318872485734428,,3.0506893732898748,,,0.9590133763545732,-1.9150692790537462,-0.3329524546247995,0.3294120746628887,3.0506893732898748,-0.4296694524413242,0.9834773318371465,59.83477331837146,NEUTRO
2021-03-31,0.07632881919770847,0.22128277742704697,-0.3193732772659194,-0.9604401222503901,,-0.10314762279030901,,,1.1162816096178472,-0.26007866687346737,-0.3305428095423294,-0.2455504507228885,-0.10314762279030901,0.17522004440068348,-0.05782600970417134,49.42173990295829,NEUTRO
2021-06-30,1.343862752626824,0.0984153292350655,-0.5037146092026009,0.04202371050257415,,1.5695025409989585,,,-0.4368190577842426,0.3171436756857034,0.4868555093350675,0.24514679579046572,1.5695025409989585,0.12239337574550942,0.6456809041783111,56.45680904178311,NEUTRO
2021-09-30,-0.4017952267291445,0.09647347400133113,-0.21805597553693742,2.2560825336442463,,-0.6592999105035614,,,-0.3399038741865795,0.291952873554834,0.5150502623699478,0.4331762013448739,-0.6592999105035614,0.15569975391273408,-0.023474651748651144,49.76525348251349,NEUTRO
2021-12-31,2.48947181058806,0.31896156084439387,-0.23320509013420718,5.312338879684926,,2.7234763386413534,,,0.24457603852782434,0.3762558109167178,0.5538299501131522,1.9718917902457933,2.7234763386413534,0.3915539331858981,1.6956406873576817,66.95640687357681,COMPRA
2022-03-31,1.1405507083880226,0.24049385018955333,-0.3449202163982202,2.3303359738642313,,1.2036484872245987,,,2.3606009835320916,1.2376801426801265,0.9957309661845894,0.8416150790108967,1.2036484872245987,1.5313373641322692,1.192200310122588,61.92200310122588,COMPRA
2022-06-30,0.24100036678450987,0.18270583536602808,-0.04841363576071113,3.9111000942251053,,0.07671174417466795,,,2.2513210122383214,1.0446339627382653,0.8769061576460097,1.071598165153733,0.07671174417466795,1.390953710874199,0.8464212067341998,58.464212067342,NEUTRO
2022-09-30,-0.3166479037661466,3.4671604287681093,-0.4474273818419012,5.216922420073436,,-0.5630107351181358,,,1.7672790177389106,0.8737823735163646,0.6328592322043186,1.9800018908083743,-0.5630107351181358,1.0913068744865313,0.8360993433922564,58.360993433922566,NEUTRO
2022-12-31,5.165255470795483,0.24616514985549667,-0.02518328862197442,3.4190919589126034,,5.2924553339128755,,,1.5158191923894553,0.5033430801736053,0.6544957482228734,2.201332322735402,5.2924553339128755,0.891219340261978,2.7950023323034183,77.95002332303419,COMPRA
2023-03-31,1.0702018584142248,0.18178961714272734,0.28384788829555624,3.12553599845278,,0.7994174880815529,,,1.2385152029018474,0.44746855684910364,0.8627713623047677,1.1653438405763221,0.7994174880815529,0.8495850406852395,0.9381154564477048,59.38115456447704,NEUTRO
2023-06-30,-0.3864480648745402,-189.72544135411022,-0.44442086902663086,1.2588450722825508,,-0.5864360051760978,,,1.0485835310203715,0.42148894325947117,0.6741111569437117,-47.32436630393221,-0.5864360051760978,0.7147278770745181,-15.73202481067793,-107.3202481067793,VENDA
2023-09-30,-0.19366439819176104,0.128450879265166,-0.7868994156105271,-0.03435946764369635,,-0.3539338727585651,,,1.1980340884666956,0.6612235900334954,0.5805067750366644,-0.22161810054520462,-0.3539338727585651,0.8132548178456185,0.07923428151394958,50.7923428151395,NEUTRO
2023-12-31,1.8325716033831057,0.14162928908929862,-1.052182022555574,-0.08921021969937072,,2.7014211323862147,,,1.9536147902634204,1.259185277922981,0.5634618873837152,0.20820216255436486,2.7014211323862147,1.258753985190039,1.389459093376873,63.894590933768725,COMPRA
2024-03-31,0.29391320727822934,0.13553620120625903,-0.8152048617952924,0.05128353633578476,,0.32075613593659247,,,1.970406189700831,1.3342520625096972,0.6445448416416031,-0.08361797924375482,0.32075613593659247,1.3164010312840437,0.5178463959922938,55.17846395992294,NEUTRO
2024-06-30,-0.6915738220952297,0.06027461585165017,-1.15172795953576,0.2245563872931383,,-1.1010331168113352,,,2.2957010760257988,1.48221788627257,0.3464317854030894,-0.38961769462155027,-1.1010331168113352,1.3747835825671526,-0.038622409621910915,49.61377590378089,NEUTRO
2024-09-30,0.5568130735652733,0.1267628611763124,-0.7807161499357506,0.15535597616850927,,0.6793365959735418,,,2.5419174892729504,1.4994157075645855,0.49395501987107543,0.014553940243586111,0.6793365959735418,1.5117627389028705,0.7352177583733329,57.35217758373333,NEUTRO
2024-12-31,-0.08995725626586787,0.13712493194768627,-1.0241116757243582,0.2897419823276889,,-0.1880079590856315,,,2.136321549907629,1.6214679425661036,0.026442809177848185,-0.17180050442871272,-0.1880079590856315,1.2614107672171937,0.30053410123428315,53.00534101234283,NEUTRO
2025-03-31,0.5369357379341999,0.1325594830926384,-0.8320675317522973,0.04805178725714019,,0.677264920422712,,,2.336286072835009,1.7868132348080132,0.22328507317178245,-0.028630130867079696,0.677264920422712,1.4487947936049348,0.6991431943868557,56.991431943868555,NEUTRO
2025-06-30,-0.3958856343698148,0.09035574335111697,-0.28532768954355375,0.03768899130980749,,-0.5713080945655522,,,1.6997772656269596,1.543747007946048,0.23746634708899622,-0.138292147313111,-0.5713080945655522,1.1603302068873347,0.15024332166955714,51.50243321669557,NEUTRO
2025-09-30,-0.03686931473042939,0.12733893055710135,-0.13984868385777344,0.010263416112062678,,-0.16203116378491042,,,1.7364443552811641,1.5338990342998662,0.328651774856507,-0.009778912979759701,-0.16203116378491042,1.1996650548125123,0.3426183260159474,53.426183260159476,NEUTRO
